"No.","Time","Source","Destination","Protocol","Length","Data rate (Mb/s)","Info","Bandwidth"
"1","0.000000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=0, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"2","0.101427","00:00:00_00:00:05","00:00:00_00:00:03","802.11","49","","Association Request, SN=0, FN=0, Flags=........, SSID=""ns-3-WiFi""","49"
"3","0.102713","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=1, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"4","0.102963","00:00:00_00:00:05","00:00:00_00:00:03","802.11","49","","Association Request, SN=0, FN=0, Flags=....R..., SSID=""ns-3-WiFi""","49"
"5","0.103861","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"6","0.104423","00:00:00_00:00:03","00:00:00_00:00:05","802.11","40","","Association Response, SN=2, FN=0, Flags=........, SSID=Wildcard (Broadcast)","40"
"7","0.104433","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"8","0.105871","00:00:00_00:00:02","00:00:00_00:00:03","802.11","49","","Association Request, SN=0, FN=0, Flags=....R..., SSID=""ns-3-WiFi""","49"
"9","0.106185","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"10","0.106747","00:00:00_00:00:03","00:00:00_00:00:02","802.11","40","","Association Response, SN=3, FN=0, Flags=........, SSID=Wildcard (Broadcast)","40"
"11","0.107061","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"12","0.107875","00:00:00_00:00:01","00:00:00_00:00:03","802.11","49","","Association Request, SN=0, FN=0, Flags=....R..., SSID=""ns-3-WiFi""","49"
"13","0.108189","","00:00:00_00:00:01 (00:00:00:00:00:01) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"14","0.108751","00:00:00_00:00:03","00:00:00_00:00:01","802.11","40","","Association Response, SN=4, FN=0, Flags=........, SSID=Wildcard (Broadcast)","40"
"15","0.109065","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"16","0.109799","00:00:00_00:00:04","00:00:00_00:00:03","802.11","49","","Association Request, SN=0, FN=0, Flags=....R..., SSID=""ns-3-WiFi""","49"
"17","0.110113","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"18","0.110835","00:00:00_00:00:03","00:00:00_00:00:04","802.11","40","","Association Response, SN=5, FN=0, Flags=........, SSID=Wildcard (Broadcast)","40"
"19","0.111149","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"20","0.204800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=6, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"21","0.307200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=7, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"22","0.409600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=8, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"23","0.512000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=9, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"24","0.614400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=10, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"25","0.716800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=11, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"26","0.819200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=12, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"27","0.921600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=13, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"28","0.982427","00:00:00_00:00:05","Broadcast","ARP","64","","Who has 192.168.239.1? Tell 192.168.239.5","64"
"29","0.983445","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"30","0.984199","00:00:00_00:00:05","Broadcast","ARP","64","","Who has 192.168.239.1? Tell 192.168.239.5","64"
"31","0.984668","00:00:00_00:00:03","00:00:00_00:00:05","ARP","64","","192.168.239.1 is at 00:00:00:00:00:03","64"
"32","0.984678","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"33","0.984976","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"34","0.994186","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"35","0.995520","00:00:00_00:00:03","Broadcast","ARP","64","","Who has 192.168.239.5? Tell 192.168.239.1","64"
"36","0.995570","00:00:00_00:00:05","00:00:00_00:00:03","ARP","64","","192.168.239.5 is at 00:00:00:00:00:05","64"
"37","0.996588","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"38","0.997682","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"39","0.997692","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"40","1.024000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=18, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"41","1.126400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=19, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"42","1.228800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=20, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"43","1.331200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=21, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"44","1.433600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=22, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"45","1.536000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=23, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"46","1.638400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=24, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"47","1.740800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=25, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"48","1.843200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=26, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"49","1.945600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=27, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"50","1.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"51","1.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"52","1.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"53","1.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"54","2.048000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=29, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"55","2.150400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=30, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"56","2.252800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=31, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"57","2.355200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=32, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"58","2.457600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=33, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"59","2.560000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=34, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"60","2.662400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=35, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"61","2.764800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=36, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"62","2.867200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=37, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"63","2.969600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=38, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"64","2.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"65","2.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"66","2.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"67","2.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"68","3.072000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=40, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"69","3.174400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=41, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"70","3.276800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=42, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"71","3.379200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=43, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"72","3.481600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=44, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"73","3.584000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=45, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"74","3.686400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=46, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"75","3.788800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=47, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"76","3.891200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=48, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"77","3.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"78","3.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"79","3.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"80","3.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"81","3.993600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=50, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"82","4.096000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=51, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"83","4.198400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=52, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"84","4.300800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=53, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"85","4.403200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=54, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"86","4.505600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=55, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"87","4.608000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=56, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"88","4.710400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=57, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"89","4.812800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=58, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"90","4.915200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=59, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"91","4.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"92","4.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"93","4.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"94","4.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"95","5.017600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=61, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"96","5.120000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=62, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"97","5.222400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=63, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"98","5.324800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=64, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"99","5.427200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=65, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"100","5.529600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=66, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"101","5.632000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=67, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"102","5.734400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=68, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"103","5.836800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=69, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"104","5.939200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=70, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"105","5.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"106","5.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"107","5.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"108","5.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"109","6.041600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=72, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"110","6.144000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=73, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"111","6.246400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=74, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"112","6.348800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=75, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"113","6.451200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=76, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"114","6.553600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=77, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"115","6.656000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=78, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"116","6.758400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=79, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"117","6.860800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=80, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"118","6.963200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=81, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"119","6.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"120","6.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"121","6.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"122","6.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"123","7.065600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=83, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"124","7.168000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=84, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"125","7.270400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=85, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"126","7.372800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=86, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"127","7.475200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=87, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"128","7.577600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=88, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"129","7.680000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=89, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"130","7.782400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=90, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"131","7.884800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=91, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"132","7.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"133","7.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"134","7.991339","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=92, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"135","7.992373","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"136","7.992383","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"137","8.089600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=94, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"138","8.192000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=95, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"139","8.294400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=96, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"140","8.396800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=97, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"141","8.499200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=98, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"142","8.601600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=99, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"143","8.704000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=100, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"144","8.806400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=101, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"145","8.908800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=102, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"146","8.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"147","8.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"148","8.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"149","8.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"150","9.011200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=104, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"151","9.113600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=105, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"152","9.216000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=106, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"153","9.318400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=107, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"154","9.420800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=108, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"155","9.523200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=109, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"156","9.625600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=110, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"157","9.728000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=111, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"158","9.830400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=112, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"159","9.932800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=113, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"160","9.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"161","9.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"162","9.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"163","9.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"164","10.035200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=115, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"165","10.137600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=116, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"166","10.240000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=117, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"167","10.342400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=118, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"168","10.444800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=119, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"169","10.547200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=120, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"170","10.649600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=121, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"171","10.752000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=122, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"172","10.854400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=123, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"173","10.956800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=124, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"174","10.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"175","10.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"176","10.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"177","10.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"178","11.059200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=126, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"179","11.161600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=127, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"180","11.264000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=128, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"181","11.366400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=129, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"182","11.468800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=130, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"183","11.571200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=131, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"184","11.673600","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=132, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"185","11.776000","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=133, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"186","11.878400","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=134, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"187","11.980800","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=135, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
"188","11.981427","192.168.239.5","192.168.239.1","UDP","1088","","49153  >  9 Len=1024","1088"
"189","11.990637","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"190","11.991671","192.168.239.1","192.168.239.5","UDP","1088","","9  >  49153 Len=1024","1088"
"191","11.991681","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","14","","Acknowledgement, Flags=........","14"
"192","12.083200","00:00:00_00:00:03","Broadcast","802.11","60","","Beacon frame, SN=137, FN=0, Flags=........, BI=100, SSID=""ns-3-WiFi""","60"
